INFO: BenchmarkParams{sampleLimit=null, threads=1, delayMs=300, gpuConfig='5090', modelName='qwen2.5-coder:14b', modelUrl='https://reproduce-bubble-females-recovery.trycloudflare.com/v1/completions', apiKey='null', contextSize=4096, tokenizer=D:\work\git\model-speed-benchmark\build\resources\main\tokenizer\Qwen2.5-Coder-14B.json, dataset=D:\work\git\model-speed-benchmark\build\resources\main\dataset\repoeval\line_level.java.test.jsonl, mock=false}

timeMs, contextTokensSize, responseCharsSize
836, 854, 50
431, 399, 36
1213, 406, 87
594, 658, 117
697, 260, 28
512, 719, 31
572, 1010, 40
894, 2964, 60
820, 1923, 47
1125, 3492, 124
805, 564, 62
459, 796, 46
702, 1781, 63
604, 1398, 25
468, 534, 23
1026, 3793, 81
557, 1047, 54
558, 398, 81
978, 1943, 67
516, 483, 27
748, 639, 104
511, 369, 38
475, 313, 33
483, 490, 35
754, 3224, 118
999, 3075, 79
678, 1947, 45
699, 1581, 70
479, 614, 48
872, 1907, 34
645, 505, 71
495, 1031, 83
675, 2388, 0
503, 592, 31
575, 830, 41
630, 1221, 58
460, 371, 2
547, 368, 52
548, 894, 31
470, 522, 0
587, 2600, 74
940, 2976, 108
497, 387, 38
550, 1089, 37
545, 189, 108
676, 501, 154
561, 999, 33
435, 230, 44
697, 1785, 79
492, 468, 33
1028, 3895, 26
1921, 3293, 51
688, 863, 51
592, 1824, 36
543, 624, 36
437, 466, 9
499, 183, 43
904, 2013, 23
576, 2994, 0
1105, 2688, 90
688, 449, 42
631, 273, 100
623, 1012, 58
722, 380, 109
529, 261, 81
530, 577, 26
660, 1015, 54
633, 736, 44
542, 782, 26
687, 1668, 75
522, 752, 37
966, 3596, 33
578, 2519, 37
670, 931, 85
862, 582, 98
595, 656, 67
388, 266, 0
480, 261, 33
824, 2564, 93
522, 268, 56
1254, 3338, 75
612, 261, 37
1056, 3766, 52
549, 469, 55
574, 305, 46
835, 2990, 55
931, 2998, 69
523, 71, 44
760, 1305, 125
1103, 3855, 33
527, 301, 78
504, 435, 20
477, 272, 39
561, 266, 42
485, 366, 53
660, 962, 70
491, 1421, 92
513, 151, 26
754, 2473, 37
850, 2669, 52
498, 106, 28
515, 170, 47
471, 184, 34
870, 2878, 62
1038, 3690, 88
835, 2226, 86
904, 1329, 67
711, 2012, 73
555, 219, 48
865, 1749, 44
585, 729, 94
645, 1665, 47
581, 570, 69
445, 1643, 41
598, 1273, 37
693, 1786, 40
629, 1123, 100
510, 165, 70
692, 2107, 33
569, 1010, 46
590, 1452, 39
565, 160, 88
581, 757, 67
853, 3060, 38
705, 2164, 32
526, 691, 31
523, 1051, 98
425, 401, 0
